label	text
spam	恭喜您获得【100%中奖】机会！点击链接立即领取价值$500的购物券：http://example.com促http://example.com销页面http://example.com。本活动仅限24小时，错过不再有！
normal	尊敬的财务部同事：您好！请于10月15日前将本月差旅发票及报销单提交至OA系统（附件已上传）。具体说明：1. 交通费需附车票根 2. 实报实销最高限额500元/次 3. 电子发票需验证真伪。如有疑问请联系张会计（分机8021）。
spam	【限时特惠】仅需99元即可获得价值9999元投资回报！扫描二维码立即注册，前100名赠送额外奖金！[链接1](https://fakebonus.com) [链接2](https://scamoffer.com)  免费领取会员资格，每日可提现100%收益！
spam	恭喜您获得2023年度幸运用户资格！点击下方链接领取专属奖金：http://bit.ly/abc123 （重复第5段3次）免费领取投资理财课程，高收益低风险！
normal	各位同事：  根据最新会议记录，项目A的测试阶段已完成85%，原定2024年1月5日上线将延期至1月15日。附件包含详细进度报告及风险预案（.pdf）。  请于本周五前反馈意见至trello.com/abc123.  祝好, 张伟 技术部项目经理 2023-12-28 14:30
normal	各位同事请注意：2024年1月15日14:00在A栋3层会议室召开季度总结会议，请携带项目进度报告（附件）。会议议题包括：1）华东区市场拓展 2）产品迭代计划 3）财务预算调整。会议资料已上传至公司云盘（链接：https://company云盘.com）。
normal	各位同事，以下是第三季度项目完成情况：1. 用户系统开发完成度98%；2. 市场调研报告已提交；3. 下一步计划：10月15日前完成测试环境部署。请各部门于10月10日前反馈意见至项目组邮箱。
spam	恭喜您获得本季度幸运用户资格！点击链接立即领取：http://fake-promo.com/track_123456 （本活动仅限24小时内生效）  您的专属顾问：张经理 400-123-4567  警告：如非本人操作请勿点击链接
spam	【限时特惠】您的专属优惠码：ABC123456！立即访问【http://短链.com】抢购，前100名赠【http://短链2.com】神秘大礼！警惕错过！
spam	恭喜您获得本季度幸运用户！点击下方链接立即领取现金红包（链接：https://shortlink123.com），限时24小时有效。点击后完成注册即可到账。祝您购物愉快！
spam	恭喜您获得价值10000元的现金奖励！点击链接立即领取：https://shortened URLs.com?code=SPAM123 奖品仅限24小时有效，过期不候！重复点击无效！
spam	尊敬的用户您好！您已被随机抽选为幸运中奖者，点击下方链接即可领取100万现金红包。同时关注我们的官方账号还可额外获得5折优惠券！[点击领取](http://fakeurl1.com) [立即关注](http://fakeurl2.com)  （本邮件含3处重复中奖提示）
spam	🔥【限时特惠】点击此处激活会员权益🔥 https:// fakeurl1.com  免费领取价值$100的礼品卡！ 中奖名单已更新：恭喜您获得iPhone 15！ 立即点击：https:// fakeurl2.com
normal	尊敬的财务部同事，2023年第三季度财务报表已通过企业OA系统上传至共享文件夹：/Finances/Q3_2023/。请于9月25日前完成审核，如有疑问请联系财务部张经理（电话：138-1234-5678）。
normal	各位同事好，附件为最新项目甘特图，请于本周五前反馈意见。  重点进展： 1. 系统架构设计完成 2. 前端开发进度85% 3. 需协调测试资源  会议安排： 时间：2024-01-19 14:00 地点：A3会议室
normal	各位同事好，2024年第三季度项目已按计划推进，主要完成：1. 完成需求文档V2.3版本；2. 完成第一阶段压力测试（通过率98%）；3. 下一步计划：10月15日前完成技术架构评审。附件含详细甘特图。
normal	各位同事好，根据计划今天已完成第一阶段数据库迁移工作，具体进展如下：  1. 生产环境数据迁移完成率100% 2. 测试环境已部署新版本（v2.3.1）  请各部门于12月28日前完成系统适配工作，如有问题请联系IT支持组。 附件包含详细操作手册（见附件：db_migrate_report.pdf）
spam	尊敬的用户您好！您的邮箱账户将于24小时内自动关闭。立即点击下方链接完成验证：http://freebonus.com验证码=123456789。本活动仅限今天！http://track.com?ref=789
normal	各位同事请注意：2024年1月15日（周二）上午10:00在A栋3层会议室召开Q1项目进度评审会，请携带最新版本的需求文档。会议材料已上传至公司云盘【http://cloud.example.com/2024Q1】。
spam	尊敬的用户您好！我们正在开展年度最大促销活动，点击下方链接即可免费获得价值5999元的iPhone 15 Pro Max（仅限前100名）。立即行动：http://shortened.gift123.com/claim?code=SPAM2023  注意：本活动需授权支付系统验证，未参与用户将被自动加入会员名单！  !!!警告：未及时领取者视为放弃资格!!!
normal	各位同事好，以下是第三阶段开发进展：1. 用户认证模块完成单元测试 2. API接口文档已更新至v2.3 3. 下周计划：实施压力测试（详见附件）。请于3月12日前反馈意见。
normal	各位同事： 2023年第四季度项目开发计划已同步至Confluence平台（https://confluence.example.com），具体安排如下：  1. 12月1日前完成核心模块开发 2. 12月15日进行全员测试 3. 12月25日交付最终版本  请每日17:00前在Trello更新进度：https://trello.example.com boards/1234  技术支持问题请联系：support@example.com  祝工作顺利！ 研发部 王工程师 2023-11-02 14:30
normal	各位同事请注意：原定于12月5日的项目进度汇报会调整至12月8日14:00-16:00在A会议室举行。请携带最新数据报告参会。会议纪要将在会后24小时内发送至全员邮箱。
normal	各位同事请注意：2024年第一季度财务报表已上传至公司云盘，请于3月15日17:00前提交审核。附件包含：1.部门预算表 2.项目支出明细 3.报销流程更新说明。如有疑问请联系财务部张经理（分机8021）。  会议提醒：3月18日14:00召开季度经营分析会，请携带最新数据准备汇报。
spam	尊敬的用户您好！点击下方链接立即领取属于您的专属奖金：<a href='https://fraud.com/claim'>立即领取</a>。本活动仅限24小时内有效，逾期失效！重复点击将提高中奖概率！
spam	尊敬的用户您好！您的账户将在24小时内自动关闭！点击下方链接立即续费享受5折优惠（链接：https://safebonus.com）或回复【取消】停止扣费。本优惠仅限今日有效！
normal	各位同事好，以下是第三季度项目关键节点完成情况： 1. 系统架构优化完成（进度100%） 2. 用户测试报告已通过（详见附件） 3. 下一步计划：    - 12月15日前完成压力测试    - 12月20日召开跨部门协调会  请各部门于12月10日前反馈修改意见。  项目组：研发中心
spam	尊敬的用户您好！您的邮箱账户注册于2023年5月1日，将于本周末到期。为感谢您的支持，我们特别推出【限时免费】活动，点击下方链接立即领取100元现金红包（链接：http://bit.ly/spambonus）。点击后输入验证码【123456】即可到账。活动仅限24小时，逾期失效！祝您购物愉快！
normal	各位同事，根据上周会议讨论，以下是【智能客服系统】开发进度（截至2023-12-28）: 1. 前端框架完成度92% 2. 后端API接口开发中 3. 需求文档V2.3已同步至Confluence 会议时间：2024-01-05 14:00-15:30
normal	尊敬的客户，您请求的2023年第三季度财务报表已通过邮件发送。如对报表内容有疑问，请联系财务部张经理（zhangming@example.com），联系电话：400-800-1234。附件已包含PDF和Excel版本。
normal	各位同事好，以下是项目当前进展：<ol><li>需求文档已通过三次评审</li><li>开发团队完成接口联调</li><li>测试计划已同步至Confluence</li></ol>请于12月8日前反馈测试环境申请。
normal	各位同事：2023年度第三季度项目汇报会将于2023年12月5日（周二）14:00在A栋3层会议室举行。请携带最新项目文档至现场签到。会议议程详见附件《Q3汇报指南_v3.2.pdf》。祝大家工作顺利！
normal	尊敬的团队成员，我们计划于2023年9月15日（周五）下午14:00在A栋3楼会议室召开季度项目总结会。会议议程已附在附件中，请提前准备进展报告。如有疑问请联系行政部王经理（电话：+86-13812345678）。
normal	各位同事好，以下是第三季度项目进展报告： 1. 开发部已完成需求分析（11月15日验收） 2. 测试组发现3类关键缺陷（详见附件） 3. 下次迭代计划：12月5日进行UI优化 重要提醒：周三14:00全体成员参加线上会议（腾讯会议ID：123456） 附件：Q3-Project-Update.pdf
normal	尊敬的财务部同事：  2023年第三季度财务报表已通过邮件发送，请注意查收。如对报表内容有疑问，请联系财务部张主任（电话：138-1234-5678）。  附件：Q3_Financial_Report.pdf  此致 财务部 2023年11月26日
spam	恭喜您获得2024年度幸运用户！点击链接立即领取专属奖励：<a href='http://www.123垃圾网.com'>立即兑奖</a>（注意：本活动真实有效，请勿错过机会！）。重复内容：免费、中奖、限时优惠
spam	尊敬的用户，您已获得2024年度幸运大奖！请点击下方链接完成领奖流程：<a href='https://fraud.com/claim'>立即领奖</a>（注意：本链接已通过SSL加密保护）。此外，您账户中的积分将自动转换为现金红包，有效期至2024-12-31。
normal	各位同事，根据项目组最新进展，已完成需求分析阶段（完成率100%），技术方案评审定于12月8日（周五）14:00在A301会议室进行。附件为详细进度表，请提前准备。如有疑问请联系pm@company.com。
spam	恭喜您获得2023年度幸运大奖！请立即点击下方链接完成兑奖流程：  http://free-prize123.com http://winning-code456.net  兑奖成功后可领取$5000现金红包，数量有限先到先得！  注意事项：本邮件含3处隐藏验证码，请勿向他人泄露。
normal	尊敬的财务部同事，2024年第一季度财务报表已通过内部系统上传至共享文档平台。请于3月5日前完成审核。附件：Q1-Financial-Report-202401.pdf
normal	各位同事：以下是第三季度项目完成情况汇总，请查阅附件文档。重点事项包括：1）客户系统已通过验收 2）服务器迁移完成 3）下阶段将开展用户培训。会议时间：2024-01-10 14:00-15:30。祝工作顺利！
spam	尊敬的用户您好！您已获得【2023年度幸运大奖】，请点击下方链接完成领奖：https://www.surprise123.com/claim.html （本邮件含3个广告链接，含2张诱导性图片）
spam	尊敬的用户您好！点击下方链接立即领取专属福利：http://shortened URLs.com促活码12345。本活动仅限24小时有效，过期不候！祝您购物愉快！
normal	各位同事，根据项目计划，定于11月1日（周三）下午3点在A会议室召开客户需求反馈会议。请携带最新需求文档。会议链接：[会议系统](http://internal.example.com)。重要提醒：请提前10分钟签到。
spam	尊敬的用户您好！您已被选中参与2023年度幸运抽奖活动。请立即访问【https://free-win.com】完成注册并填写个人信息，即可领取价值10000元的现金红包。活动仅限24小时有效，逾期未领取视为自动放弃。祝您好运！
spam	尊敬的用户，您的邮箱账户即将在2023-12-31到期！立即点击下方链接激活账户并领取500元现金红包：http://shortenedurl123.com激活。限时24小时，逾期失效！祝您购物愉快！
spam	恭喜您成为第88888位幸运用户！点击下方链接立即领取现金奖励：https://fakebonus.com?code=20231001  您将获得： • $5000现金红包 • 价值9999元电子产品 • 3年免费会员服务  （注意：本邮件含3处恶意链接，已自动屏蔽）
normal	各位同事，2024年1月5日（周三）上午10:00将在公司3楼会议室召开Q1项目进度会议，请携带最新数据报告准时出席。会议材料已上传至内部系统（链接：internal.company.com/file/2023Q1）。
normal	尊敬的财务部同事：请于2024-01-10前提交Q1预算修订版至OA系统。附件为最新版报表。联系人：张伟 13812345678
normal	各位同事好，根据项目计划表，已完成需求分析阶段（完成率100%），测试环境部署将于2024-01-05完成。附件为最新甘特图，请查收。如有疑问请联系pm@company.com。
spam	恭喜您成为第88888位幸运用户！点击链接立即领取：https://fakeurl123.com/claim?code=Z2023XQ （注意：本邮件含3处高风险链接） 免费升级会员享全年特权：https://fakeurl456.com 限时投资理财项目（年化收益18%）: https://fakeurl789.com
spam	尊敬的用户您好！您已被随机抽选为幸运得主，点击下方链接立即领取价值100万元的现金奖励（链接：http://tempdomain123.com/claim）。本活动仅限24小时内有效，逾期将自动作废！祝您好运！
spam	尊敬的用户您好！您的会员服务将于2023-11-30到期，为感谢支持特推出年度5折续费活动。点击下方链接立即享受优惠：http://bit.ly/2XyZQmT 若未点击链接，系统将自动续费原价。祝您购物愉快！
normal	尊敬的员工：2024年1月工资已通过银行转账发放，请登录公司OA系统（https://oa.example.com）查询明细。如有疑问请联系财务部张经理（13812345678）。
normal	各位同事：根据最新项目节点，前端开发已完成85%，测试阶段将于10月5日启动。附件包含详细甘特图及需求变更说明。请于本周五前反馈意见至jira系统。
spam	您已被选中获得价值5999元的iPhone 15！点击下方链接完成注册并填写地址即可免费领取。本活动仅限24小时内生效，点击查看：https://shortlink123.com/claim  （内含3款热销保健品限时7折）  【特别提醒】您的账户存在异常登录，请立即点击验证：https://shortlink456.com/safety 
normal	各位同事，2023年度第三季度项目总结会议将于2024年1月5日（周五）14:00在A栋3层会议室举行。会议议程已附在附件中，请提前准备项目进展报告。散会时间预计17:30，请准时出席。
normal	各位同事好，项目组已完成需求分析阶段（完成度85%），以下是本周重点任务： 1. 开发支付接口（负责人：张三） 2. 完成UI原型设计（截止日期：2024-01-10） 3. 召开跨部门协调会（时间：1月15日14:00）
normal	尊敬的[张伟]先生，您的账户2023年第三季度账单已生成，请于10月15日前通过网银支付（见附件）。如有疑问请联系客服400-800-1234。
spam	尊敬的用户您好！您的邮箱已成功订阅【VIP会员】服务，点击下方链接即可免费领取30天会员权限：[点击领取](http://suspicious.com/vip) 会员特权包括：免费看剧、专属折扣、优先客服！数量有限，立即行动！
spam	尊敬的用户您好！您的账户已获得【10000元现金红包】资格！点击下方链接立即领取：http://tinyurl.com/spam1（注意：此链接可能包含恶意代码）  活动时间：2023-12-31 23:59:59  您还可以参与其他抽奖活动：http://tinyurl.com/spam2  温馨提示：本邮件为系统自动发送，请勿回复
spam	恭喜您获得价值1000美元的现金奖励！点击下方链接完成注册即可提取奖金：https://example.com/claim?code=SPAM202312    限时24小时，机会仅此一次！    （包含5个跟踪链接）
spam	【中奖通知】尊敬的用户您好！恭喜您获得价值1000元的现金红包（截止时间：2023-12-31）。点击链接立即领取：http://shortlink123.com/redpackage?code=SPAM2023，同时推荐您参与「稳赚宝」投资计划，年化收益率高达18.6%！点击查看详情：http://gamil短链456.com/investment，回复TD退订。
normal	各位同事好，附件为第三季度项目最终版文档，请于2024年1月5日前完成审阅。主要修改内容详见修订日志，有问题请随时与我沟通。祝大家元旦快乐！
spam	尊敬的用户您好！您的账户【2023110801】将在24小时内失效，为感谢您的支持，特此发放500元无门槛现金券。点击链接立即领取：http://tinyurl.com/xxxxxxx。本活动仅限今日有效，逾期不候！
normal	各位同事，2024年2月15日（周五）上午9:00将召开Q1项目启动会，请携带最新方案至3F会议室。会议材料已上传至公司云盘：/project/q1初始方案.pdf
spam	恭喜您获得本年度幸运大奖！请立即点击下方链接完成领奖：http://www.fakelink123.com/claim http://www.fakelink456.com/claim http://www.fakelink789.com/claim （本活动最终解释权归我们所有）
normal	尊敬的财务部同事，附件为2024年第一季度财务报表，请注意核对数据。如有疑问请联系财务总监张伟（电话：138-1234-5678）。
spam	尊敬的用户您好！您已被选为幸运锦鲤！立即点击下方链接【http://bit.ly/WiniPhone15】完成3步操作，即可100%获得价值5999元iPhone 15 Pro Max。名额仅剩最后87个！错过今天再等一年！祝您好运！
spam	恭喜您在2023年抽奖活动中胜出！点击下方链接提取奖金：<a href='http://www.fakelottery.com claim'>立即领取</a>。注意：本活动需支付手续费$50，否则奖金将被冻结。
spam	尊敬的用户您好！我们为您准备了独家优惠：点击链接【https://safe-site123.com】获取50%折扣，并有机会赢取价值$1000大奖！限时24小时，立即行动！
spam	您已被随机抽中成为幸运用户！立即点击下方链接领取价值599元的现金红包：http://fake-gift.com?code=20241207。活动仅剩24小时！错过不再有！
spam	尊敬的用户，您的邮箱账户将在24小时内自动注销。点击下方链接立即领取价值$5000的现金红包，100%中奖 guaranteed！链接：http://freebonus2024.com/download.exe 附件：【中奖验证码】.txt  （本邮件含3处广告链接 2张诱导性图片）
normal	各位同事好，根据今天会议讨论结果，智能家居系统开发进度如下： 1. 用户协议模块完成单元测试（通过率98%) 2. 需求文档V2.3已提交至Confluence 3. 周五前完成第三方支付接口对接 请各部门于12月8日前反馈技术方案优化建议。
normal	各位团队成员：根据最新会议记录（见附件），请于12月5日前完成以下任务：1. 完成支付系统对接文档初稿 2. 提交服务器压力测试方案 3. 确认第三方物流合作方资质。重要提醒：所有修改需通过Confluence平台同步更新。会议记录已同步至Trello看板（项目ID：PROJ-2023-042）。
normal	各位同事好，以下是第三季度项目进展：1. 系统开发完成度92%；2. 测试阶段已发现3个关键问题；3. 下一步计划于12月5日进行全链路压测。附件包含详细数据报告。祝工作顺利！
normal	各位同事好，请查收本季度财务报表附件。重点数据更新如下：1. 销售额同比增长18% 2. 成本控制达成目标 3. 需在10月5日前提交报销单。附件：Q3-Financial-Report.pdf
normal	各位同事请注意：定于2023年12月5日15:00在A3会议室召开季度总结会议，请携带项目进度表（附件：Q4-Progress.pdf）。会议重点讨论年度目标达成情况及2024年规划。
spam	尊敬的用户，您的会员账户将于3天后自动关闭！点击链接完成充值：http://www.fakelink123.com?code=VIP2023  免费领取价值199元会员包（限前100名） http://www.fakelink456.com?code=FREE  注意：此邮件含3条推广链接，已自动标记为安全内容
spam	点击领取【5折购物券】！🎉🔥立即访问：https://fakestore123.com促销页面（含30%隐藏折扣）⏳倒计时24小时！💸💰本活动仅限今日有效，错过不再有！
normal	各位同事好，附件为第三季度项目最终验收文档。重点更新如下：1. 客户需求确认完成率98.7%；2. 系统测试通过率100%；3. 需在12月28日前提交最终交付物。会议时间：12月29日14:00-16:00，地点：A座3层会议室。
spam	尊敬的用户，您尾号1234的账户已触发高额返现福利！点击下方链接完成验证：http://shortened链接.com（注意：本链接已通过安全认证）【特别提示】未及时领取将自动关闭账户权限
normal	亲爱的团队伙伴，欧盟合规方案终稿已同步至共享文档。请于11月8日18:00前完成以下修订：1.第3章数据隐私条款 2.第5章跨境传输流程。会议安排详见附件日历。
normal	各位同事好，附件为第三季度项目执行报告，主要进展如下： 1. 完成A项目V2.3版本开发 2. B项目客户验收通过（见附件签收单） 3. 12月将启动C项目筹备工作  重要提醒：12月5日召开季度总结会，请携带最新数据准备汇报材料。
spam	恭喜您获得本年度幸运用户资格！点击下方链接立即领取奖励：<a href='https://fakebonus.com' target='_blank'>立即领取</a>。活动仅限24小时，逾期失效！
spam	尊敬的用户您好！您的邮箱账户将于24小时内到期，为感谢您的使用，现推出限时9折续费优惠（原价$99/年）。点击链接立即续费：<a href='https://fakesite123.com/续费页面'>https://fakesite123.com/续费页面</a>。若您未收到验证邮件，请检查垃圾邮件箱。祝您购物愉快！
normal	各位同事好，以下是第三季度项目进展报告：  1. 用户系统开发完成度92% 2. 市场推广预算执行率78% 3. 下一步计划：11月15日前完成压力测试  附件：Q3项目详细报表.pdf  会议时间：11月20日14:00 线下会议室301
normal	各位同事：2024年第一季度项目进度如下：1. 客户需求确认完成（100%）；2. 技术方案已提交评审（80%）；3. 开发进度正常，预计4月15日上线。请于3月20日前反馈修改意见至项目组邮箱。会议时间：3月21日14:00-16:00，地点：A栋3层会议室。
spam	尊敬的用户，您的会员服务将于3天后自动终止！点击下方链接完成支付（https://safebonus.com）可享受专属折扣。本邮件含3个验证链接和2张促销海报。祝您购物愉快！
normal	各位同事：2024年度第一个项目季度会议将于1月10日（周三）14:00在A栋3层会议室举行。请携带项目进度报告准时参会。会议材料已上传至公司云盘：/project/2024Q1。\n\n行政部
normal	各位同事好，根据最新会议记录（2024-03-12），项目A的UI设计已通过终审，测试组将于3月20日进行压力测试。请各部门注意：1. 开发组需在3月18日前提交代码；2. 设计组需补充用户操作手册第5章。附件：最新甘特图_v2.3.xlsx
normal	各位同事好，根据项目计划表，第三阶段开发工作已于8月14日完成验收。附件为详细测试报告，请于本周五前反馈意见。 - 张伟 项目组联系方式：zhangwei@example.com
normal	各位同事好，项目A的测试版本已部署至QA环境，请于1月5日前完成以下操作： 1. 打开附件测试文档 2. 填写反馈表至Trello看板 3. 参加周三的进度会议 如有疑问请联系技术组王工，电话：13812345678
normal	各位同事好，以下是Q1项目最新进展： 1. 完成需求分析文档（附件） 2. 开发进度达65% 3. 下周计划：测试环境部署 会议时间：2024-01-15 14:00（腾讯会议号：123456）
normal	各位同事好，以下是研发部最新进展：1. 用户认证模块完成80%开发（截止2023-12-20）；2. 测试环境已部署至AWS us-east-1（IP: 52.87.130.45）；3. 请于12月28日前反馈UI设计意见。详情见附件《Q1 Roadmap_v2.pdf》。
spam	尊敬的用户您好！您已获得100元无门槛红包，有效期至2024-01-01。点击链接立即领取：https://shortlink123.com/r/ABC123（重复第5段）  新用户注册额外赠送50元，点击注册：https://shortlink456.com/register  温馨提示：本活动最终解释权归XXX公司所有。
normal	各位同事：2023年度财务审计将于2024年1月15日启动，请各部门配合提供以下材料：<ul><li>2023年度采购发票</li><li>部门预算执行表</li></ul>审计组联系方式：财务部张主任 138-1234-5678
spam	尊敬的用户您好！您已被随机抽选为幸运会员，立即点击下方链接【http://bit.ly/abc123】激活账户，即可领取价值999元的现金红包！活动仅限24小时，逾期无效。祝您生活愉快！  （内含12个推广链接）
normal	各位同事好，现就第三季度项目进展向您汇报如下：  1. 服务器迁移完成（完成率100%） 2. 新功能开发进度：支付模块（85%）、用户中心（70%）、客服系统（60%)  下周重点： - 完成支付模块联调测试 - 召开跨部门协调会（周三14:00）  附件：Q3进度详情表.xlsx  如有疑问请随时联系：project@company.com
normal	各位同事好：  2023年第三季度项目已完成以下里程碑： 1. 完成用户权限管理系统开发 2. 完成与阿里云的API对接测试 3. 发现并修复2处高危安全漏洞  下阶段计划： - 10月15日前完成压力测试 - 10月20日召开全员进度会  附件：Q3项目甘特图.pdf  祝工作顺利！ 技术部 王磊 2023-12-25 14:30
spam	尊敬的用户您好！您的邮箱地址已成功进入本年度幸运名单，点击下方链接即可领取10万元现金大奖。本次活动真实有效，奖品池高达100万元！[中奖链接](http://fakeurl123.com)  温馨提示：请于24小时内完成领取，逾期视为自动放弃。再次感谢您的参与！
normal	各位同事好，根据上周会议决议，请于2024年1月10日前提交最新版欧盟GDPR合规报告至OA系统。附件为模板文件。祝工作顺利！
spam	尊敬的用户您好！本活动仅限今日，输入优惠码XYZ789可享全年9折！点击链接立即领取：https://fake-promotion.com/xyz789  （重复第3段3次）  本邮件含3个高风险链接，请勿随意点击！
normal	各位同事，现将2023年Q4项目进展汇报如下：1. 完成客户管理系统V2.0开发（附件1）；2. 实现季度营收目标120%达成。2024年重点将推进AI客服系统部署（预计Q2上线）。会议时间：12月8日 14:00 线下会议室B。请各部门提前准备。
normal	各位同事请注意：原定于12月26日的季度总结会提前至本周五下午3点，地点变更至公司三楼会议室。请携带身份证件参加，具体流程见附件《会议安排_v3.2.pdf》。
normal	各位同事好，以下是本周项目进展: 1. 核心功能开发完成度85% 2. 测试环境部署完成（IP：192.168.1.100） 3. 客户反馈收集完成，共收到23条建议 附件：项目甘特图_v2.1.xlsx 会议时间：12月5日 14:00-15:30
spam	尊敬的用户您好！恭喜您被选中参与本年度终极幸运抽奖！扫描下方二维码完成验证即可领取88888元现金红包。点击链接：https://www.fakelink.com/voucher?code=ABC123456（本活动仅限24小时内有效）。若未收到短信验证码，请联系客服：service@fakecompany.com
spam	尊敬的用户您好！您已获得2024年度幸运大奖，请点击下方链接填写信息以领取奖金（链接）【安全提示】本邮件含重要信息，切勿转发他人，否则将承担法律责任！
normal	各位同事，根据最新数据整理，A项目已完成需求分析（进度85%），B项目原型设计通过评审。请于本周五前提交测试用例至JIRA系统。附件为详细甘特图。
spam	恭喜您获得价值299元的终身会员资格！点击链接立即激活：http://www.fakelink123.com激活页面 （注：此链接可能包含恶意代码） 立即投资我们的加密货币项目，年化收益高达500%！详情见附件 （注：本邮件含3处重复广告语）
spam	尊敬的用户您好！您已被选为幸运会员，立即点击下方链接领取专属福利：[点击领取](http://fakebonus.com)  本次活动仅限24小时有效！  温馨提示：如非本人操作，请忽略本邮件并立即修改账户密码。
spam	尊敬的用户您好！您已被选为幸运体验官，点击下方链接即可免费领取价值5999元的iPhone 15 Pro Max（https://bit.ly/3xYqZ7J）。活动仅限24小时，逾期无效！您的专属优惠码：FREE2023@iPhone  ⚠️注意：点击前请确认链接安全性，谨防钓鱼网站。祝您好运！
normal	各位同事，2023年度项目总结会议定于12月20日（周三）上午9:30在A会议室召开。会议议程已附在附件中，请提前准备项目进展报告。散会时间预计11:45，请准时出席。
normal	各位同事好！以下是第三季度项目关键节点完成情况：  1. 用户系统开发完成度92%（剩余界面优化）  2. 财务模块测试通过率100%  3. 下一步计划：11月15日前完成压力测试  附件：项目进度明细表.xlsx  请于11月8日前反馈修改意见至项目组。
normal	各位同事： 2023年度12月工资将于12月15日通过银行转账发放。具体明细见附件。如有疑问请联系财务部张经理（电话：13812345678）。  附件：202312工资表.xlsx
spam	恭喜您获得价值$500的免费升级资格！点击链接立即领取：https://safeoffer.com升级/2023.html  免费领取名额仅剩3个！错过将永远失去！  【安全提示】您的账户安全由我们守护，请勿向他人泄露验证码。
spam	尊敬的用户您好！我们即将于2024年1月1日开展年度回馈活动，现在注册即送价值5999元的iPhone 15一部！点击链接【www.gift123.com】立即参与，同时参与投资理财项目可额外获得年化18%收益。活动倒计时3天，错过不再有！
normal	尊敬的[客户姓名]您好，您的账户2023年第三季度账单已生成，请于2023-12-31前登录[公司官网](https://www.reliablecompany.com)支付。如有疑问请联系客服：400-800-1234
spam	尊敬的用户您好！您已成功参与本季度幸运抽奖活动，点击下方链接立即领取价值1999元的苹果AirPods（链接：http://tinyurl.com/xxxxxxx）。本活动仅限24小时内生效，逾期作废。更多惊喜请访问官网：http://www.fakewebs.com。祝您生活愉快！
normal	各位同事好，附件为各部门2023年度工作总结及2024年Q1重点计划。Q4全员大会定于12月15日（周五）14:00在3号楼会议室举行，请携带项目进度表参会。
spam	尊敬的用户您好！您已被选中参与本次幸运大抽奖！点击下方链接即可免费领取价值50美元的购物券，中奖概率高达100%！  http://www.fakelink1.com http://www.fakelink2.com http://www.fakelink3.com  温馨提示：活动仅限24小时有效！错过不再有！
normal	各位同事好，以下是第三季度项目进展报告：1. 开发部已完成需求分析（截止日期：2023-10-31）；2. 测试组发现3处关键漏洞（详见附件）；3. 下一步计划：11月15日前完成UI设计。请各部门于11月10日前反馈意见。
normal	各位同事，以下是Q3项目进展: 1. 用户系统开发完成度95% 2. 测试计划已通过审批 3. 下一步需完成支付接口对接 截止日期：2024-01-15 附件：项目甘特图.xlsx
spam	您已获得【2024年度幸运用户】资格！点击下方链接立即领取价值$999的智能手表（链接已加密防屏蔽）。活动仅限24小时，点击查看详细条款：http://track.com?code=SPAM2024。重复点击三次可额外获得$50优惠券！
normal	各位同事，第三季度项目总结已整理完毕，请于10月10日14:00参加线上会议。会议链接：https://company会议.com。附件为详细报告。
spam	尊敬的用户您好！本店推出夏季清仓大促，全场商品5折起！点击此处立即抢购：https://example.com促...（含12个超链接）
spam	尊敬的用户您好！您已被随机抽选为幸运得主，请点击下方链接立即领取奖金（链接：https://suspicious-server.com/claim）。活动仅限24小时，逾期无效！祝您好运！
normal	各位同事好，项目组已完成第三阶段开发。以下是关键节点： 1. 系统架构设计（12/25完成） 2. 核心功能开发（12/28完成） 3. 测试环境部署（12/31完成） 请于1月5日前提交测试报告至jira系统。
normal	各位同事：根据项目组最新进展，需求分析部分已完成85%，技术方案评审定于本周五14:00在A301会议室进行。附件为最新版需求文档（v2.3）。请各部门于10月8日前反馈意见至pm@company.com。会议纪要将在会后2小时内发送至全员邮箱。
spam	尊敬的用户您好！您的账户已触发【财富暴增计划】，点击下方链接立即领取$5000区块链钱包（链接：https://unknown-mail.com/vip-reg？code=789abc）。本活动仅限前100名，24小时内未领取将自动清空账户。祝您暴富！
normal	尊敬的财务部同事，请查收附件中的2023年Q3部门预算执行情况。重点说明：1.市场部超支12%需重新审批 2.技术部费用节省8%。如有疑问请于10月8日前反馈。附件：q3财务报表_20231005.pdf
spam	尊敬的用户您好！您已被选为幸运中奖者，请立即点击下方链接完成验证领取【http://bit.ly/2xYyZQk】。本活动仅限24小时内有效，逾期自动作废。祝您购物愉快！
normal	各位同事好，根据最新进展，客户需求确认已通过（附件1），技术方案评审定于本周五14:00在A301会议室进行。请携带U盘备份最新版本（见附件2）。  如有疑问请联系技术部张工（分机802）。
spam	尊敬的用户，您的邮箱账户将在24小时内自动关闭！点击下方链接【立即领取100元现金红包】完成验证，否则将无法恢复账户！[点击此处领取](http://tempdomain123.com/redpackage) 赶快行动吧！
spam	尊敬的用户，恭喜您获得本年度幸运抽奖资格！扫描下方二维码即可领取10万元现金红包。点击链接：https://shorturl.com/goldmine 活动倒计时24小时！祝您好运！
spam	尊敬的用户您好！点击链接立即领取价值1999元的智能手表（链接：https://fake-gift.com），本活动仅限前100名！如未中奖可私信客服领取优惠券。祝您生活愉快！
spam	尊敬的用户您好！您的邮箱账户因未完成验证将在24小时内永久关闭。点击下方链接立即激活并领取限时$500现金红包：https://safebonus.com验证页面.html？code=V3R1T9X2  （注意：本邮件含2处高风险链接和3张诱导性广告图）
